audio_path,text
converted_yamamoto/iryou_yamamoto_283.wav,乳児において哺乳力低下とチアノーゼを認め、心エコーでファロー四徴症を疑う。
converted_yamamoto/iryou_yamamoto_480.wav,ワクチン接種による免疫獲得率をELISA法で評価。
converted_yamamoto/iryou_yamamoto_403.wav,乳児において哺乳力低下とチアノーゼを認め、心エコーでファロー四徴症を疑う。
converted_yamamoto/iryou_yamamoto_422.wav,HbA1c 8.2%、空腹時血糖値170 mg/dL。インスリン抵抗性を伴う2型糖尿病と考えられる。
converted_yamamoto/iryou_yamamoto_81.wav,統合失調症患者に幻聴を認め、リスペリドン内服を開始。
converted_yamamoto/iryou_yamamoto_219.wav,整形外科領域：右大腿骨頸部骨折に対し人工骨頭置換術を施行。
converted_yamamoto/iryou_yamamoto_234.wav,Cox比例ハザードモデルではBMI高値と喫煙歴が独立した予後規定因子であった。
converted_yamamoto/iryou_yamamoto_493.wav,乳児において哺乳力低下とチアノーゼを認め、心エコーでファロー四徴症を疑う。
converted_yamamoto/iryou_yamamoto_328.wav,脳梗塞後リハビリテーションにてFIMスコアの改善を認めた。
converted_yamamoto/iryou_yamamoto_446.wav,血液培養でMRSAを検出、バンコマイシン投与を行った。
converted_yamamoto/iryou_yamamoto_76.wav,肝細胞癌に対しラジオ波焼灼療法を施行、AFP値は低下傾向。
converted_yamamoto/iryou_yamamoto_106.wav,肝細胞癌に対しラジオ波焼灼療法を施行、AFP値は低下傾向。
converted_yamamoto/iryou_yamamoto_313.wav,乳児において哺乳力低下とチアノーゼを認め、心エコーでファロー四徴症を疑う。
converted_yamamoto/iryou_yamamoto_239.wav,高齢者における転倒予防プログラムとしてバランス訓練と筋力強化を導入。
converted_yamamoto/iryou_yamamoto_406.wav,肝細胞癌に対しラジオ波焼灼療法を施行、AFP値は低下傾向。
converted_yamamoto/iryou_yamamoto_229.wav,パーキンソン病患者においてL-dopa投与後にジスキネジアを認めた。
converted_yamamoto/iryou_yamamoto_306.wav,心臓エコーで大動脈弁逆流を示唆する逆流ジェットを確認。
converted_yamamoto/iryou_yamamoto_295.wav,インフルエンザ迅速抗原検査陽性、オセルタミビル内服を開始。
converted_yamamoto/iryou_yamamoto_213.wav,尿検査で蛋白尿（3+）、沈渣に赤血球円柱を認め、ネフローゼ症候群を疑う。
converted_yamamoto/iryou_yamamoto_336.wav,心臓エコーで大動脈弁逆流を示唆する逆流ジェットを確認。
converted_yamamoto/iryou_yamamoto_489.wav,整形外科領域：右大腿骨頸部骨折に対し人工骨頭置換術を施行。
converted_yamamoto/iryou_yamamoto_182.wav,HbA1c 8.2%、空腹時血糖値170 mg/dL。インスリン抵抗性を伴う2型糖尿病と考えられる。
converted_yamamoto/iryou_yamamoto_335.wav,頭部CTでは右被殻に高吸収域を認め、脳出血と診断。
converted_yamamoto/iryou_yamamoto_44.wav,妊娠32週、羊水量減少と胎児発育遅延を認め、切迫早産のリスクあり。
converted_yamamoto/iryou_yamamoto_2.wav,HbA1c 8.2%、空腹時血糖値170 mg/dL。インスリン抵抗性を伴う2型糖尿病と考えられる。
converted_yamamoto/iryou_yamamoto_139.wav,パーキンソン病患者においてL-dopa投与後にジスキネジアを認めた。
converted_yamamoto/iryou_yamamoto_67.wav,虫垂炎に対し腹腔鏡下虫垂切除術を施行、術後経過良好。
converted_yamamoto/iryou_yamamoto_398.wav,大腸癌に対する低位前方切除術後、第5病日に縫合不全を疑う発熱と白血球増多を認めた。
converted_yamamoto/iryou_yamamoto_460.wav,交通外傷で搬送。GCS 8、呼吸数30/分、血圧70/40 mmHg。ショック状態であり挿管管理を実施。
converted_yamamoto/iryou_yamamoto_84.wav,Cox比例ハザードモデルではBMI高値と喫煙歴が独立した予後規定因子であった。
converted_yamamoto/iryou_yamamoto_448.wav,脳梗塞後リハビリテーションにてFIMスコアの改善を認めた。
converted_yamamoto/iryou_yamamoto_442.wav,本研究は高血圧患者500例を対象にARBとACE阻害薬の降圧効果を比較した。
converted_yamamoto/iryou_yamamoto_428.wav,大腸癌に対する低位前方切除術後、第5病日に縫合不全を疑う発熱と白血球増多を認めた。
converted_yamamoto/iryou_yamamoto_96.wav,心臓エコーで大動脈弁逆流を示唆する逆流ジェットを確認。
converted_yamamoto/iryou_yamamoto_308.wav,大腸癌に対する低位前方切除術後、第5病日に縫合不全を疑う発熱と白血球増多を認めた。
converted_yamamoto/iryou_yamamoto_381.wav,統合失調症患者に幻聴を認め、リスペリドン内服を開始。
converted_yamamoto/iryou_yamamoto_327.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_yamamoto/iryou_yamamoto_109.wav,パーキンソン病患者においてL-dopa投与後にジスキネジアを認めた。
converted_yamamoto/iryou_yamamoto_123.wav,尿検査で蛋白尿（3+）、沈渣に赤血球円柱を認め、ネフローゼ症候群を疑う。
converted_yamamoto/iryou_yamamoto_78.wav,前立腺生検にてGleason score 7（3+4）の腺癌を認めた。
converted_yamamoto/iryou_yamamoto_164.wav,妊娠32週、羊水量減少と胎児発育遅延を認め、切迫早産のリスクあり。
converted_yamamoto/iryou_yamamoto_51.wav,統合失調症患者に幻聴を認め、リスペリドン内服を開始。
converted_yamamoto/iryou_yamamoto_161.wav,高カリウム血症に対しカルシウム製剤、グルコース・インスリン療法を開始。
converted_yamamoto/iryou_yamamoto_18.wav,前立腺生検にてGleason score 7（3+4）の腺癌を認めた。
converted_yamamoto/iryou_yamamoto_483.wav,尿検査で蛋白尿（3+）、沈渣に赤血球円柱を認め、ネフローゼ症候群を疑う。
converted_yamamoto/iryou_yamamoto_287.wav,乳腺腫瘤の針生検にて浸潤性乳管癌と診断、ER陽性、HER2陰性。
converted_yamamoto/iryou_yamamoto_112.wav,本研究は高血圧患者500例を対象にARBとACE阻害薬の降圧効果を比較した。
converted_yamamoto/iryou_yamamoto_132.wav,敗血症性ショックに対しノルアドレナリン持続投与を行い、バンド形成を伴う白血球増多を認めた。
converted_yamamoto/iryou_yamamoto_94.wav,胸部CTにて両側肺底部にすりガラス陰影を認め、間質性肺炎の所見。
converted_yamamoto/iryou_yamamoto_276.wav,心臓エコーで大動脈弁逆流を示唆する逆流ジェットを確認。
converted_yamamoto/iryou_yamamoto_227.wav,乳腺腫瘤の針生検にて浸潤性乳管癌と診断、ER陽性、HER2陰性。
converted_yamamoto/iryou_yamamoto_188.wav,大腸癌に対する低位前方切除術後、第5病日に縫合不全を疑う発熱と白血球増多を認めた。
converted_yamamoto/iryou_yamamoto_25.wav,インフルエンザ迅速抗原検査陽性、オセルタミビル内服を開始。
converted_yamamoto/iryou_yamamoto_309.wav,整形外科領域：右大腿骨頸部骨折に対し人工骨頭置換術を施行。
converted_yamamoto/iryou_yamamoto_289.wav,パーキンソン病患者においてL-dopa投与後にジスキネジアを認めた。
converted_yamamoto/iryou_yamamoto_279.wav,整形外科領域：右大腿骨頸部骨折に対し人工骨頭置換術を施行。
converted_yamamoto/iryou_yamamoto_469.wav,パーキンソン病患者においてL-dopa投与後にジスキネジアを認めた。
converted_yamamoto/iryou_yamamoto_494.wav,妊娠32週、羊水量減少と胎児発育遅延を認め、切迫早産のリスクあり。
converted_yamamoto/iryou_yamamoto_498.wav,前立腺生検にてGleason score 7（3+4）の腺癌を認めた。
converted_yamamoto/iryou_yamamoto_222.wav,敗血症性ショックに対しノルアドレナリン持続投与を行い、バンド形成を伴う白血球増多を認めた。
converted_yamamoto/iryou_yamamoto_117.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_yamamoto/iryou_yamamoto_466.wav,肝細胞癌に対しラジオ波焼灼療法を施行、AFP値は低下傾向。
converted_yamamoto/iryou_yamamoto_371.wav,高カリウム血症に対しカルシウム製剤、グルコース・インスリン療法を開始。
converted_yamamoto/iryou_yamamoto_20.wav,アルツハイマー病で海馬の萎縮をMRIで確認。MMSEは18点。
converted_yamamoto/iryou_yamamoto_477.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_yamamoto/iryou_yamamoto_461.wav,高カリウム血症に対しカルシウム製剤、グルコース・インスリン療法を開始。
converted_yamamoto/iryou_yamamoto_3.wav,尿検査で蛋白尿（3+）、沈渣に赤血球円柱を認め、ネフローゼ症候群を疑う。
converted_yamamoto/iryou_yamamoto_284.wav,妊娠32週、羊水量減少と胎児発育遅延を認め、切迫早産のリスクあり。
converted_yamamoto/iryou_yamamoto_235.wav,インフルエンザ迅速抗原検査陽性、オセルタミビル内服を開始。
converted_yamamoto/iryou_yamamoto_93.wav,尿検査で蛋白尿（3+）、沈渣に赤血球円柱を認め、ネフローゼ症候群を疑う。
converted_yamamoto/iryou_yamamoto_491.wav,高カリウム血症に対しカルシウム製剤、グルコース・インスリン療法を開始。
converted_yamamoto/iryou_yamamoto_36.wav,心臓エコーで大動脈弁逆流を示唆する逆流ジェットを確認。
converted_yamamoto/iryou_yamamoto_215.wav,頭部CTでは右被殻に高吸収域を認め、脳出血と診断。
converted_yamamoto/iryou_yamamoto_353.wav,Kaplan-Meier解析において免疫チェックポイント阻害薬投与群は有意に無増悪生存期間が延長した。
converted_yamamoto/iryou_yamamoto_401.wav,高カリウム血症に対しカルシウム製剤、グルコース・インスリン療法を開始。
converted_yamamoto/iryou_yamamoto_126.wav,心臓エコーで大動脈弁逆流を示唆する逆流ジェットを確認。
converted_yamamoto/iryou_yamamoto_389.wav,高齢者における転倒予防プログラムとしてバランス訓練と筋力強化を導入。
converted_yamamoto/iryou_yamamoto_153.wav,尿検査で蛋白尿（3+）、沈渣に赤血球円柱を認め、ネフローゼ症候群を疑う。
converted_yamamoto/iryou_yamamoto_179.wav,高齢者における転倒予防プログラムとしてバランス訓練と筋力強化を導入。
converted_yamamoto/iryou_yamamoto_9.wav,整形外科領域：右大腿骨頸部骨折に対し人工骨頭置換術を施行。
converted_yamamoto/iryou_yamamoto_277.wav,虫垂炎に対し腹腔鏡下虫垂切除術を施行、術後経過良好。
converted_yamamoto/iryou_yamamoto_7.wav,虫垂炎に対し腹腔鏡下虫垂切除術を施行、術後経過良好。
converted_yamamoto/iryou_yamamoto_301.wav,患者は労作時呼吸困難を主訴に受診。BNP高値、胸部X線にて心拡大を認め、うっ血性心不全と診断。
converted_yamamoto/iryou_yamamoto_474.wav,Cox比例ハザードモデルではBMI高値と喫煙歴が独立した予後規定因子であった。
converted_yamamoto/iryou_yamamoto_240.wav,ワクチン接種による免疫獲得率をELISA法で評価。
converted_yamamoto/iryou_yamamoto_495.wav,小児に発疹と発熱を認め、PCR検査にて麻疹ウイルス陽性。
converted_yamamoto/iryou_yamamoto_481.wav,患者は労作時呼吸困難を主訴に受診。BNP高値、胸部X線にて心拡大を認め、うっ血性心不全と診断。
converted_yamamoto/iryou_yamamoto_259.wav,パーキンソン病患者においてL-dopa投与後にジスキネジアを認めた。
converted_yamamoto/iryou_yamamoto_310.wav,交通外傷で搬送。GCS 8、呼吸数30/分、血圧70/40 mmHg。ショック状態であり挿管管理を実施。
converted_yamamoto/iryou_yamamoto_312.wav,敗血症性ショックに対しノルアドレナリン持続投与を行い、バンド形成を伴う白血球増多を認めた。
converted_yamamoto/iryou_yamamoto_499.wav,パーキンソン病患者においてL-dopa投与後にジスキネジアを認めた。
converted_yamamoto/iryou_yamamoto_172.wav,本研究は高血圧患者500例を対象にARBとACE阻害薬の降圧効果を比較した。
converted_yamamoto/iryou_yamamoto_416.wav,血液培養でMRSAを検出、バンコマイシン投与を行った。
converted_yamamoto/iryou_yamamoto_385.wav,インフルエンザ迅速抗原検査陽性、オセルタミビル内服を開始。
converted_yamamoto/iryou_yamamoto_372.wav,敗血症性ショックに対しノルアドレナリン持続投与を行い、バンド形成を伴う白血球増多を認めた。
converted_yamamoto/iryou_yamamoto_141.wav,統合失調症患者に幻聴を認め、リスペリドン内服を開始。
converted_yamamoto/iryou_yamamoto_57.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_yamamoto/iryou_yamamoto_258.wav,前立腺生検にてGleason score 7（3+4）の腺癌を認めた。
converted_yamamoto/iryou_yamamoto_262.wav,本研究は高血圧患者500例を対象にARBとACE阻害薬の降圧効果を比較した。
converted_yamamoto/iryou_yamamoto_198.wav,前立腺生検にてGleason score 7（3+4）の腺癌を認めた。
converted_yamamoto/iryou_yamamoto_208.wav,脳梗塞後リハビリテーションにてFIMスコアの改善を認めた。
converted_yamamoto/iryou_yamamoto_387.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_yamamoto/iryou_yamamoto_30.wav,ワクチン接種による免疫獲得率をELISA法で評価。
converted_yamamoto/iryou_yamamoto_66.wav,心臓エコーで大動脈弁逆流を示唆する逆流ジェットを確認。
converted_yamamoto/iryou_yamamoto_323.wav,Kaplan-Meier解析において免疫チェックポイント阻害薬投与群は有意に無増悪生存期間が延長した。
converted_yamamoto/iryou_yamamoto_421.wav,患者は労作時呼吸困難を主訴に受診。BNP高値、胸部X線にて心拡大を認め、うっ血性心不全と診断。
converted_yamamoto/iryou_yamamoto_437.wav,乳腺腫瘤の針生検にて浸潤性乳管癌と診断、ER陽性、HER2陰性。
converted_yamamoto/iryou_yamamoto_41.wav,高カリウム血症に対しカルシウム製剤、グルコース・インスリン療法を開始。
converted_yamamoto/iryou_yamamoto_475.wav,インフルエンザ迅速抗原検査陽性、オセルタミビル内服を開始。
converted_yamamoto/iryou_yamamoto_1.wav,患者は労作時呼吸困難を主訴に受診。BNP高値、胸部X線にて心拡大を認め、うっ血性心不全と診断。
converted_yamamoto/iryou_yamamoto_205.wav,インフルエンザ迅速抗原検査陽性、オセルタミビル内服を開始。
converted_yamamoto/iryou_yamamoto_56.wav,血液培養でMRSAを検出、バンコマイシン投与を行った。
converted_yamamoto/iryou_yamamoto_430.wav,交通外傷で搬送。GCS 8、呼吸数30/分、血圧70/40 mmHg。ショック状態であり挿管管理を実施。
converted_yamamoto/iryou_yamamoto_366.wav,心臓エコーで大動脈弁逆流を示唆する逆流ジェットを確認。
converted_yamamoto/iryou_yamamoto_192.wav,敗血症性ショックに対しノルアドレナリン持続投与を行い、バンド形成を伴う白血球増多を認めた。
converted_yamamoto/iryou_yamamoto_500.wav,アルツハイマー病で海馬の萎縮をMRIで確認。MMSEは18点。
converted_yamamoto/iryou_yamamoto_146.wav,血液培養でMRSAを検出、バンコマイシン投与を行った。
converted_yamamoto/iryou_yamamoto_388.wav,脳梗塞後リハビリテーションにてFIMスコアの改善を認めた。
converted_yamamoto/iryou_yamamoto_163.wav,乳児において哺乳力低下とチアノーゼを認め、心エコーでファロー四徴症を疑う。
converted_yamamoto/iryou_yamamoto_177.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_yamamoto/iryou_yamamoto_368.wav,大腸癌に対する低位前方切除術後、第5病日に縫合不全を疑う発熱と白血球増多を認めた。
converted_yamamoto/iryou_yamamoto_223.wav,乳児において哺乳力低下とチアノーゼを認め、心エコーでファロー四徴症を疑う。
converted_yamamoto/iryou_yamamoto_16.wav,肝細胞癌に対しラジオ波焼灼療法を施行、AFP値は低下傾向。
converted_yamamoto/iryou_yamamoto_297.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_yamamoto/iryou_yamamoto_171.wav,統合失調症患者に幻聴を認め、リスペリドン内服を開始。
converted_yamamoto/iryou_yamamoto_69.wav,整形外科領域：右大腿骨頸部骨折に対し人工骨頭置換術を施行。
converted_yamamoto/iryou_yamamoto_248.wav,大腸癌に対する低位前方切除術後、第5病日に縫合不全を疑う発熱と白血球増多を認めた。
converted_yamamoto/iryou_yamamoto_197.wav,乳腺腫瘤の針生検にて浸潤性乳管癌と診断、ER陽性、HER2陰性。
converted_yamamoto/iryou_yamamoto_33.wav,尿検査で蛋白尿（3+）、沈渣に赤血球円柱を認め、ネフローゼ症候群を疑う。
converted_yamamoto/iryou_yamamoto_463.wav,乳児において哺乳力低下とチアノーゼを認め、心エコーでファロー四徴症を疑う。
converted_yamamoto/iryou_yamamoto_231.wav,統合失調症患者に幻聴を認め、リスペリドン内服を開始。
converted_yamamoto/iryou_yamamoto_496.wav,肝細胞癌に対しラジオ波焼灼療法を施行、AFP値は低下傾向。
converted_yamamoto/iryou_yamamoto_340.wav,交通外傷で搬送。GCS 8、呼吸数30/分、血圧70/40 mmHg。ショック状態であり挿管管理を実施。
converted_yamamoto/iryou_yamamoto_98.wav,大腸癌に対する低位前方切除術後、第5病日に縫合不全を疑う発熱と白血球増多を認めた。
converted_yamamoto/iryou_yamamoto_412.wav,本研究は高血圧患者500例を対象にARBとACE阻害薬の降圧効果を比較した。
converted_yamamoto/iryou_yamamoto_39.wav,整形外科領域：右大腿骨頸部骨折に対し人工骨頭置換術を施行。
converted_yamamoto/iryou_yamamoto_255.wav,小児に発疹と発熱を認め、PCR検査にて麻疹ウイルス陽性。
converted_yamamoto/iryou_yamamoto_201.wav,統合失調症患者に幻聴を認め、リスペリドン内服を開始。
converted_yamamoto/iryou_yamamoto_174.wav,Cox比例ハザードモデルではBMI高値と喫煙歴が独立した予後規定因子であった。
converted_yamamoto/iryou_yamamoto_138.wav,前立腺生検にてGleason score 7（3+4）の腺癌を認めた。
converted_yamamoto/iryou_yamamoto_296.wav,血液培養でMRSAを検出、バンコマイシン投与を行った。
converted_yamamoto/iryou_yamamoto_300.wav,ワクチン接種による免疫獲得率をELISA法で評価。
converted_yamamoto/iryou_yamamoto_319.wav,パーキンソン病患者においてL-dopa投与後にジスキネジアを認めた。
converted_yamamoto/iryou_yamamoto_408.wav,前立腺生検にてGleason score 7（3+4）の腺癌を認めた。
converted_yamamoto/iryou_yamamoto_152.wav,HbA1c 8.2%、空腹時血糖値170 mg/dL。インスリン抵抗性を伴う2型糖尿病と考えられる。
converted_yamamoto/iryou_yamamoto_456.wav,心臓エコーで大動脈弁逆流を示唆する逆流ジェットを確認。
converted_yamamoto/iryou_yamamoto_464.wav,妊娠32週、羊水量減少と胎児発育遅延を認め、切迫早産のリスクあり。
converted_yamamoto/iryou_yamamoto_108.wav,前立腺生検にてGleason score 7（3+4）の腺癌を認めた。
converted_yamamoto/iryou_yamamoto_471.wav,統合失調症患者に幻聴を認め、リスペリドン内服を開始。
converted_yamamoto/iryou_yamamoto_48.wav,前立腺生検にてGleason score 7（3+4）の腺癌を認めた。
converted_yamamoto/iryou_yamamoto_449.wav,高齢者における転倒予防プログラムとしてバランス訓練と筋力強化を導入。
converted_yamamoto/iryou_yamamoto_254.wav,妊娠32週、羊水量減少と胎児発育遅延を認め、切迫早産のリスクあり。
converted_yamamoto/iryou_yamamoto_320.wav,アルツハイマー病で海馬の萎縮をMRIで確認。MMSEは18点。
converted_yamamoto/iryou_yamamoto_207.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_yamamoto/iryou_yamamoto_60.wav,ワクチン接種による免疫獲得率をELISA法で評価。
converted_yamamoto/iryou_yamamoto_162.wav,敗血症性ショックに対しノルアドレナリン持続投与を行い、バンド形成を伴う白血球増多を認めた。
converted_yamamoto/iryou_yamamoto_27.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_yamamoto/iryou_yamamoto_167.wav,乳腺腫瘤の針生検にて浸潤性乳管癌と診断、ER陽性、HER2陰性。
converted_yamamoto/iryou_yamamoto_73.wav,乳児において哺乳力低下とチアノーゼを認め、心エコーでファロー四徴症を疑う。
converted_yamamoto/iryou_yamamoto_468.wav,前立腺生検にてGleason score 7（3+4）の腺癌を認めた。
converted_yamamoto/iryou_yamamoto_214.wav,胸部CTにて両側肺底部にすりガラス陰影を認め、間質性肺炎の所見。
converted_yamamoto/iryou_yamamoto_119.wav,高齢者における転倒予防プログラムとしてバランス訓練と筋力強化を導入。
converted_yamamoto/iryou_yamamoto_488.wav,大腸癌に対する低位前方切除術後、第5病日に縫合不全を疑う発熱と白血球増多を認めた。
converted_yamamoto/iryou_yamamoto_270.wav,ワクチン接種による免疫獲得率をELISA法で評価。
converted_yamamoto/iryou_yamamoto_125.wav,頭部CTでは右被殻に高吸収域を認め、脳出血と診断。
converted_yamamoto/iryou_yamamoto_130.wav,交通外傷で搬送。GCS 8、呼吸数30/分、血圧70/40 mmHg。ショック状態であり挿管管理を実施。
converted_yamamoto/iryou_yamamoto_131.wav,高カリウム血症に対しカルシウム製剤、グルコース・インスリン療法を開始。
converted_yamamoto/iryou_yamamoto_391.wav,患者は労作時呼吸困難を主訴に受診。BNP高値、胸部X線にて心拡大を認め、うっ血性心不全と診断。
converted_yamamoto/iryou_yamamoto_17.wav,乳腺腫瘤の針生検にて浸潤性乳管癌と診断、ER陽性、HER2陰性。
converted_yamamoto/iryou_yamamoto_97.wav,虫垂炎に対し腹腔鏡下虫垂切除術を施行、術後経過良好。
converted_yamamoto/iryou_yamamoto_256.wav,肝細胞癌に対しラジオ波焼灼療法を施行、AFP値は低下傾向。
converted_yamamoto/iryou_yamamoto_111.wav,統合失調症患者に幻聴を認め、リスペリドン内服を開始。
converted_yamamoto/iryou_yamamoto_220.wav,交通外傷で搬送。GCS 8、呼吸数30/分、血圧70/40 mmHg。ショック状態であり挿管管理を実施。
converted_yamamoto/iryou_yamamoto_379.wav,パーキンソン病患者においてL-dopa投与後にジスキネジアを認めた。
converted_yamamoto/iryou_yamamoto_351.wav,統合失調症患者に幻聴を認め、リスペリドン内服を開始。
converted_yamamoto/iryou_yamamoto_216.wav,心臓エコーで大動脈弁逆流を示唆する逆流ジェットを確認。
converted_yamamoto/iryou_yamamoto_113.wav,Kaplan-Meier解析において免疫チェックポイント阻害薬投与群は有意に無増悪生存期間が延長した。
converted_yamamoto/iryou_yamamoto_314.wav,妊娠32週、羊水量減少と胎児発育遅延を認め、切迫早産のリスクあり。
converted_yamamoto/iryou_yamamoto_357.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_yamamoto/iryou_yamamoto_369.wav,整形外科領域：右大腿骨頸部骨折に対し人工骨頭置換術を施行。
converted_yamamoto/iryou_yamamoto_418.wav,脳梗塞後リハビリテーションにてFIMスコアの改善を認めた。
converted_yamamoto/iryou_yamamoto_124.wav,胸部CTにて両側肺底部にすりガラス陰影を認め、間質性肺炎の所見。
converted_yamamoto/iryou_yamamoto_478.wav,脳梗塞後リハビリテーションにてFIMスコアの改善を認めた。
converted_yamamoto/iryou_yamamoto_245.wav,頭部CTでは右被殻に高吸収域を認め、脳出血と診断。
converted_yamamoto/iryou_yamamoto_103.wav,乳児において哺乳力低下とチアノーゼを認め、心エコーでファロー四徴症を疑う。
converted_yamamoto/iryou_yamamoto_210.wav,ワクチン接種による免疫獲得率をELISA法で評価。
converted_yamamoto/iryou_yamamoto_350.wav,アルツハイマー病で海馬の萎縮をMRIで確認。MMSEは18点。
converted_yamamoto/iryou_yamamoto_271.wav,患者は労作時呼吸困難を主訴に受診。BNP高値、胸部X線にて心拡大を認め、うっ血性心不全と診断。
converted_yamamoto/iryou_yamamoto_377.wav,乳腺腫瘤の針生検にて浸潤性乳管癌と診断、ER陽性、HER2陰性。
converted_yamamoto/iryou_yamamoto_19.wav,パーキンソン病患者においてL-dopa投与後にジスキネジアを認めた。
converted_yamamoto/iryou_yamamoto_434.wav,妊娠32週、羊水量減少と胎児発育遅延を認め、切迫早産のリスクあり。
converted_yamamoto/iryou_yamamoto_447.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_yamamoto/iryou_yamamoto_380.wav,アルツハイマー病で海馬の萎縮をMRIで確認。MMSEは18点。
converted_yamamoto/iryou_yamamoto_252.wav,敗血症性ショックに対しノルアドレナリン持続投与を行い、バンド形成を伴う白血球増多を認めた。
converted_yamamoto/iryou_yamamoto_280.wav,交通外傷で搬送。GCS 8、呼吸数30/分、血圧70/40 mmHg。ショック状態であり挿管管理を実施。
converted_yamamoto/iryou_yamamoto_21.wav,統合失調症患者に幻聴を認め、リスペリドン内服を開始。
converted_yamamoto/iryou_yamamoto_452.wav,HbA1c 8.2%、空腹時血糖値170 mg/dL。インスリン抵抗性を伴う2型糖尿病と考えられる。
converted_yamamoto/iryou_yamamoto_77.wav,乳腺腫瘤の針生検にて浸潤性乳管癌と診断、ER陽性、HER2陰性。
converted_yamamoto/iryou_yamamoto_305.wav,頭部CTでは右被殻に高吸収域を認め、脳出血と診断。
converted_yamamoto/iryou_yamamoto_338.wav,大腸癌に対する低位前方切除術後、第5病日に縫合不全を疑う発熱と白血球増多を認めた。
converted_yamamoto/iryou_yamamoto_29.wav,高齢者における転倒予防プログラムとしてバランス訓練と筋力強化を導入。
converted_yamamoto/iryou_yamamoto_384.wav,Cox比例ハザードモデルではBMI高値と喫煙歴が独立した予後規定因子であった。
