audio_path,text
converted_fujii/iryou_fujii_68.wav,大腸癌に対する低位前方切除術後、第5病日に縫合不全を疑う発熱と白血球増多を認めた。
converted_fujii/iryou_fujii_100.wav,交通外傷で搬送。GCS 8、呼吸数30/分、血圧70/40 mmHg。ショック状態であり挿管管理を実施。
converted_fujii/iryou_fujii_477.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_fujii/iryou_fujii_98.wav,大腸癌に対する低位前方切除術後、第5病日に縫合不全を疑う発熱と白血球増多を認めた。
converted_fujii/iryou_fujii_197.wav,乳腺腫瘤の針生検にて浸潤性乳管癌と診断、ER陽性、HER2陰性。
converted_fujii/iryou_fujii_340.wav,交通外傷で搬送。GCS 8、呼吸数30/分、血圧70/40 mmHg。ショック状態であり挿管管理を実施。
converted_fujii/iryou_fujii_289.wav,パーキンソン病患者においてL-dopa投与後にジスキネジアを認めた。
converted_fujii/iryou_fujii_319.wav,パーキンソン病患者においてL-dopa投与後にジスキネジアを認めた。
converted_fujii/iryou_fujii_458.wav,大腸癌に対する低位前方切除術後、第5病日に縫合不全を疑う発熱と白血球増多を認めた。
converted_fujii/iryou_fujii_125.wav,頭部CTでは右被殻に高吸収域を認め、脳出血と診断。
converted_fujii/iryou_fujii_243.wav,尿検査で蛋白尿（3+）、沈渣に赤血球円柱を認め、ネフローゼ症候群を疑う。
converted_fujii/iryou_fujii_43.wav,乳児において哺乳力低下とチアノーゼを認め、心エコーでファロー四徴症を疑う。
converted_fujii/iryou_fujii_61.wav,患者は労作時呼吸困難を主訴に受診。BNP高値、胸部X線にて心拡大を認め、うっ血性心不全と診断。
converted_fujii/iryou_fujii_193.wav,乳児において哺乳力低下とチアノーゼを認め、心エコーでファロー四徴症を疑う。
converted_fujii/iryou_fujii_423.wav,尿検査で蛋白尿（3+）、沈渣に赤血球円柱を認め、ネフローゼ症候群を疑う。
converted_fujii/iryou_fujii_267.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_fujii/iryou_fujii_255.wav,小児に発疹と発熱を認め、PCR検査にて麻疹ウイルス陽性。
converted_fujii/iryou_fujii_385.wav,インフルエンザ迅速抗原検査陽性、オセルタミビル内服を開始。
converted_fujii/iryou_fujii_498.wav,前立腺生検にてGleason score 7（3+4）の腺癌を認めた。
converted_fujii/iryou_fujii_227.wav,乳腺腫瘤の針生検にて浸潤性乳管癌と診断、ER陽性、HER2陰性。
converted_fujii/iryou_fujii_496.wav,肝細胞癌に対しラジオ波焼灼療法を施行、AFP値は低下傾向。
converted_fujii/iryou_fujii_114.wav,Cox比例ハザードモデルではBMI高値と喫煙歴が独立した予後規定因子であった。
converted_fujii/iryou_fujii_20.wav,アルツハイマー病で海馬の萎縮をMRIで確認。MMSEは18点。
converted_fujii/iryou_fujii_219.wav,整形外科領域：右大腿骨頸部骨折に対し人工骨頭置換術を施行。
converted_fujii/iryou_fujii_119.wav,高齢者における転倒予防プログラムとしてバランス訓練と筋力強化を導入。
converted_fujii/iryou_fujii_365.wav,頭部CTでは右被殻に高吸収域を認め、脳出血と診断。
converted_fujii/iryou_fujii_386.wav,血液培養でMRSAを検出、バンコマイシン投与を行った。
converted_fujii/iryou_fujii_438.wav,前立腺生検にてGleason score 7（3+4）の腺癌を認めた。
converted_fujii/iryou_fujii_294.wav,Cox比例ハザードモデルではBMI高値と喫煙歴が独立した予後規定因子であった。
converted_fujii/iryou_fujii_494.wav,妊娠32週、羊水量減少と胎児発育遅延を認め、切迫早産のリスクあり。
converted_fujii/iryou_fujii_379.wav,パーキンソン病患者においてL-dopa投与後にジスキネジアを認めた。
converted_fujii/iryou_fujii_242.wav,HbA1c 8.2%、空腹時血糖値170 mg/dL。インスリン抵抗性を伴う2型糖尿病と考えられる。
converted_fujii/iryou_fujii_447.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_fujii/iryou_fujii_436.wav,肝細胞癌に対しラジオ波焼灼療法を施行、AFP値は低下傾向。
converted_fujii/iryou_fujii_28.wav,脳梗塞後リハビリテーションにてFIMスコアの改善を認めた。
converted_fujii/iryou_fujii_221.wav,高カリウム血症に対しカルシウム製剤、グルコース・インスリン療法を開始。
converted_fujii/iryou_fujii_470.wav,アルツハイマー病で海馬の萎縮をMRIで確認。MMSEは18点。
converted_fujii/iryou_fujii_87.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_fujii/iryou_fujii_362.wav,HbA1c 8.2%、空腹時血糖値170 mg/dL。インスリン抵抗性を伴う2型糖尿病と考えられる。
converted_fujii/iryou_fujii_104.wav,妊娠32週、羊水量減少と胎児発育遅延を認め、切迫早産のリスクあり。
converted_fujii/iryou_fujii_482.wav,HbA1c 8.2%、空腹時血糖値170 mg/dL。インスリン抵抗性を伴う2型糖尿病と考えられる。
converted_fujii/iryou_fujii_26.wav,血液培養でMRSAを検出、バンコマイシン投与を行った。
converted_fujii/iryou_fujii_308.wav,大腸癌に対する低位前方切除術後、第5病日に縫合不全を疑う発熱と白血球増多を認めた。
converted_fujii/iryou_fujii_168.wav,前立腺生検にてGleason score 7（3+4）の腺癌を認めた。
converted_fujii/iryou_fujii_451.wav,患者は労作時呼吸困難を主訴に受診。BNP高値、胸部X線にて心拡大を認め、うっ血性心不全と診断。
converted_fujii/iryou_fujii_476.wav,血液培養でMRSAを検出、バンコマイシン投与を行った。
converted_fujii/iryou_fujii_411.wav,統合失調症患者に幻聴を認め、リスペリドン内服を開始。
converted_fujii/iryou_fujii_222.wav,敗血症性ショックに対しノルアドレナリン持続投与を行い、バンド形成を伴う白血球増多を認めた。
converted_fujii/iryou_fujii_417.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_fujii/iryou_fujii_106.wav,肝細胞癌に対しラジオ波焼灼療法を施行、AFP値は低下傾向。
converted_fujii/iryou_fujii_372.wav,敗血症性ショックに対しノルアドレナリン持続投与を行い、バンド形成を伴う白血球増多を認めた。
converted_fujii/iryou_fujii_91.wav,患者は労作時呼吸困難を主訴に受診。BNP高値、胸部X線にて心拡大を認め、うっ血性心不全と診断。
converted_fujii/iryou_fujii_453.wav,尿検査で蛋白尿（3+）、沈渣に赤血球円柱を認め、ネフローゼ症候群を疑う。
converted_fujii/iryou_fujii_169.wav,パーキンソン病患者においてL-dopa投与後にジスキネジアを認めた。
converted_fujii/iryou_fujii_241.wav,患者は労作時呼吸困難を主訴に受診。BNP高値、胸部X線にて心拡大を認め、うっ血性心不全と診断。
converted_fujii/iryou_fujii_403.wav,乳児において哺乳力低下とチアノーゼを認め、心エコーでファロー四徴症を疑う。
converted_fujii/iryou_fujii_49.wav,パーキンソン病患者においてL-dopa投与後にジスキネジアを認めた。
converted_fujii/iryou_fujii_105.wav,小児に発疹と発熱を認め、PCR検査にて麻疹ウイルス陽性。
converted_fujii/iryou_fujii_207.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_fujii/iryou_fujii_248.wav,大腸癌に対する低位前方切除術後、第5病日に縫合不全を疑う発熱と白血球増多を認めた。
converted_fujii/iryou_fujii_201.wav,統合失調症患者に幻聴を認め、リスペリドン内服を開始。
converted_fujii/iryou_fujii_63.wav,尿検査で蛋白尿（3+）、沈渣に赤血球円柱を認め、ネフローゼ症候群を疑う。
converted_fujii/iryou_fujii_478.wav,脳梗塞後リハビリテーションにてFIMスコアの改善を認めた。
converted_fujii/iryou_fujii_148.wav,脳梗塞後リハビリテーションにてFIMスコアの改善を認めた。
converted_fujii/iryou_fujii_147.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_fujii/iryou_fujii_226.wav,肝細胞癌に対しラジオ波焼灼療法を施行、AFP値は低下傾向。
converted_fujii/iryou_fujii_422.wav,HbA1c 8.2%、空腹時血糖値170 mg/dL。インスリン抵抗性を伴う2型糖尿病と考えられる。
converted_fujii/iryou_fujii_485.wav,頭部CTでは右被殻に高吸収域を認め、脳出血と診断。
converted_fujii/iryou_fujii_492.wav,敗血症性ショックに対しノルアドレナリン持続投与を行い、バンド形成を伴う白血球増多を認めた。
converted_fujii/iryou_fujii_452.wav,HbA1c 8.2%、空腹時血糖値170 mg/dL。インスリン抵抗性を伴う2型糖尿病と考えられる。
converted_fujii/iryou_fujii_110.wav,アルツハイマー病で海馬の萎縮をMRIで確認。MMSEは18点。
converted_fujii/iryou_fujii_295.wav,インフルエンザ迅速抗原検査陽性、オセルタミビル内服を開始。
converted_fujii/iryou_fujii_441.wav,統合失調症患者に幻聴を認め、リスペリドン内服を開始。
converted_fujii/iryou_fujii_122.wav,HbA1c 8.2%、空腹時血糖値170 mg/dL。インスリン抵抗性を伴う2型糖尿病と考えられる。
converted_fujii/iryou_fujii_266.wav,血液培養でMRSAを検出、バンコマイシン投与を行った。
converted_fujii/iryou_fujii_170.wav,アルツハイマー病で海馬の萎縮をMRIで確認。MMSEは18点。
converted_fujii/iryou_fujii_382.wav,本研究は高血圧患者500例を対象にARBとACE阻害薬の降圧効果を比較した。
converted_fujii/iryou_fujii_35.wav,頭部CTでは右被殻に高吸収域を認め、脳出血と診断。
converted_fujii/iryou_fujii_269.wav,高齢者における転倒予防プログラムとしてバランス訓練と筋力強化を導入。
converted_fujii/iryou_fujii_31.wav,患者は労作時呼吸困難を主訴に受診。BNP高値、胸部X線にて心拡大を認め、うっ血性心不全と診断。
converted_fujii/iryou_fujii_401.wav,高カリウム血症に対しカルシウム製剤、グルコース・インスリン療法を開始。
converted_fujii/iryou_fujii_462.wav,敗血症性ショックに対しノルアドレナリン持続投与を行い、バンド形成を伴う白血球増多を認めた。
converted_fujii/iryou_fujii_355.wav,インフルエンザ迅速抗原検査陽性、オセルタミビル内服を開始。
converted_fujii/iryou_fujii_383.wav,Kaplan-Meier解析において免疫チェックポイント阻害薬投与群は有意に無増悪生存期間が延長した。
converted_fujii/iryou_fujii_11.wav,高カリウム血症に対しカルシウム製剤、グルコース・インスリン療法を開始。
converted_fujii/iryou_fujii_174.wav,Cox比例ハザードモデルではBMI高値と喫煙歴が独立した予後規定因子であった。
converted_fujii/iryou_fujii_343.wav,乳児において哺乳力低下とチアノーゼを認め、心エコーでファロー四徴症を疑う。
converted_fujii/iryou_fujii_116.wav,血液培養でMRSAを検出、バンコマイシン投与を行った。
converted_fujii/iryou_fujii_364.wav,胸部CTにて両側肺底部にすりガラス陰影を認め、間質性肺炎の所見。
converted_fujii/iryou_fujii_62.wav,HbA1c 8.2%、空腹時血糖値170 mg/dL。インスリン抵抗性を伴う2型糖尿病と考えられる。
converted_fujii/iryou_fujii_232.wav,本研究は高血圧患者500例を対象にARBとACE阻害薬の降圧効果を比較した。
converted_fujii/iryou_fujii_265.wav,インフルエンザ迅速抗原検査陽性、オセルタミビル内服を開始。
converted_fujii/iryou_fujii_225.wav,小児に発疹と発熱を認め、PCR検査にて麻疹ウイルス陽性。
converted_fujii/iryou_fujii_313.wav,乳児において哺乳力低下とチアノーゼを認め、心エコーでファロー四徴症を疑う。
converted_fujii/iryou_fujii_357.wav,HIV感染症に対し3剤併用療法を導入、CD4陽性T細胞数の増加を確認。
converted_fujii/iryou_fujii_160.wav,交通外傷で搬送。GCS 8、呼吸数30/分、血圧70/40 mmHg。ショック状態であり挿管管理を実施。
converted_fujii/iryou_fujii_103.wav,乳児において哺乳力低下とチアノーゼを認め、心エコーでファロー四徴症を疑う。
converted_fujii/iryou_fujii_311.wav,高カリウム血症に対しカルシウム製剤、グルコース・インスリン療法を開始。
converted_fujii/iryou_fujii_373.wav,乳児において哺乳力低下とチアノーゼを認め、心エコーでファロー四徴症を疑う。
converted_fujii/iryou_fujii_345.wav,小児に発疹と発熱を認め、PCR検査にて麻疹ウイルス陽性。
converted_fujii/iryou_fujii_338.wav,大腸癌に対する低位前方切除術後、第5病日に縫合不全を疑う発熱と白血球増多を認めた。
converted_fujii/iryou_fujii_366.wav,心臓エコーで大動脈弁逆流を示唆する逆流ジェットを確認。
converted_fujii/iryou_fujii_85.wav,インフルエンザ迅速抗原検査陽性、オセルタミビル内服を開始。
converted_fujii/iryou_fujii_282.wav,敗血症性ショックに対しノルアドレナリン持続投与を行い、バンド形成を伴う白血球増多を認めた。
converted_fujii/iryou_fujii_244.wav,胸部CTにて両側肺底部にすりガラス陰影を認め、間質性肺炎の所見。
converted_fujii/iryou_fujii_66.wav,心臓エコーで大動脈弁逆流を示唆する逆流ジェットを確認。
converted_fujii/iryou_fujii_65.wav,頭部CTでは右被殻に高吸収域を認め、脳出血と診断。
converted_fujii/iryou_fujii_273.wav,尿検査で蛋白尿（3+）、沈渣に赤血球円柱を認め、ネフローゼ症候群を疑う。
converted_fujii/iryou_fujii_424.wav,胸部CTにて両側肺底部にすりガラス陰影を認め、間質性肺炎の所見。
converted_fujii/iryou_fujii_249.wav,整形外科領域：右大腿骨頸部骨折に対し人工骨頭置換術を施行。
converted_fujii/iryou_fujii_44.wav,妊娠32週、羊水量減少と胎児発育遅延を認め、切迫早産のリスクあり。
converted_fujii/iryou_fujii_418.wav,脳梗塞後リハビリテーションにてFIMスコアの改善を認めた。
converted_fujii/iryou_fujii_376.wav,肝細胞癌に対しラジオ波焼灼療法を施行、AFP値は低下傾向。
converted_fujii/iryou_fujii_124.wav,胸部CTにて両側肺底部にすりガラス陰影を認め、間質性肺炎の所見。
converted_fujii/iryou_fujii_30.wav,ワクチン接種による免疫獲得率をELISA法で評価。
converted_fujii/iryou_fujii_123.wav,尿検査で蛋白尿（3+）、沈渣に赤血球円柱を認め、ネフローゼ症候群を疑う。
converted_fujii/iryou_fujii_158.wav,大腸癌に対する低位前方切除術後、第5病日に縫合不全を疑う発熱と白血球増多を認めた。
converted_fujii/iryou_fujii_356.wav,血液培養でMRSAを検出、バンコマイシン投与を行った。
converted_fujii/iryou_fujii_331.wav,患者は労作時呼吸困難を主訴に受診。BNP高値、胸部X線にて心拡大を認め、うっ血性心不全と診断。
converted_fujii/iryou_fujii_10.wav,交通外傷で搬送。GCS 8、呼吸数30/分、血圧70/40 mmHg。ショック状態であり挿管管理を実施。
converted_fujii/iryou_fujii_251.wav,高カリウム血症に対しカルシウム製剤、グルコース・インスリン療法を開始。
converted_fujii/iryou_fujii_166.wav,肝細胞癌に対しラジオ波焼灼療法を施行、AFP値は低下傾向。
converted_fujii/iryou_fujii_307.wav,虫垂炎に対し腹腔鏡下虫垂切除術を施行、術後経過良好。
converted_fujii/iryou_fujii_1.wav,患者は労作時呼吸困難を主訴に受診。BNP高値、胸部X線にて心拡大を認め、うっ血性心不全と診断。
converted_fujii/iryou_fujii_272.wav,HbA1c 8.2%、空腹時血糖値170 mg/dL。インスリン抵抗性を伴う2型糖尿病と考えられる。
converted_fujii/iryou_fujii_277.wav,虫垂炎に対し腹腔鏡下虫垂切除術を施行、術後経過良好。
converted_fujii/iryou_fujii_83.wav,Kaplan-Meier解析において免疫チェックポイント阻害薬投与群は有意に無増悪生存期間が延長した。
converted_fujii/iryou_fujii_192.wav,敗血症性ショックに対しノルアドレナリン持続投与を行い、バンド形成を伴う白血球増多を認めた。
converted_fujii/iryou_fujii_348.wav,前立腺生検にてGleason score 7（3+4）の腺癌を認めた。
converted_fujii/iryou_fujii_474.wav,Cox比例ハザードモデルではBMI高値と喫煙歴が独立した予後規定因子であった。
converted_fujii/iryou_fujii_400.wav,交通外傷で搬送。GCS 8、呼吸数30/分、血圧70/40 mmHg。ショック状態であり挿管管理を実施。
converted_fujii/iryou_fujii_320.wav,アルツハイマー病で海馬の萎縮をMRIで確認。MMSEは18点。
converted_fujii/iryou_fujii_153.wav,尿検査で蛋白尿（3+）、沈渣に赤血球円柱を認め、ネフローゼ症候群を疑う。
converted_fujii/iryou_fujii_55.wav,インフルエンザ迅速抗原検査陽性、オセルタミビル内服を開始。
converted_fujii/iryou_fujii_260.wav,アルツハイマー病で海馬の萎縮をMRIで確認。MMSEは18点。
converted_fujii/iryou_fujii_92.wav,HbA1c 8.2%、空腹時血糖値170 mg/dL。インスリン抵抗性を伴う2型糖尿病と考えられる。
converted_fujii/iryou_fujii_257.wav,乳腺腫瘤の針生検にて浸潤性乳管癌と診断、ER陽性、HER2陰性。
converted_fujii/iryou_fujii_431.wav,高カリウム血症に対しカルシウム製剤、グルコース・インスリン療法を開始。
converted_fujii/iryou_fujii_2.wav,HbA1c 8.2%、空腹時血糖値170 mg/dL。インスリン抵抗性を伴う2型糖尿病と考えられる。
converted_fujii/iryou_fujii_460.wav,交通外傷で搬送。GCS 8、呼吸数30/分、血圧70/40 mmHg。ショック状態であり挿管管理を実施。
converted_fujii/iryou_fujii_81.wav,統合失調症患者に幻聴を認め、リスペリドン内服を開始。
converted_fujii/iryou_fujii_223.wav,乳児において哺乳力低下とチアノーゼを認め、心エコーでファロー四徴症を疑う。
converted_fujii/iryou_fujii_432.wav,敗血症性ショックに対しノルアドレナリン持続投与を行い、バンド形成を伴う白血球増多を認めた。
converted_fujii/iryou_fujii_499.wav,パーキンソン病患者においてL-dopa投与後にジスキネジアを認めた。
converted_fujii/iryou_fujii_456.wav,心臓エコーで大動脈弁逆流を示唆する逆流ジェットを確認。
converted_fujii/iryou_fujii_329.wav,高齢者における転倒予防プログラムとしてバランス訓練と筋力強化を導入。
converted_fujii/iryou_fujii_405.wav,小児に発疹と発熱を認め、PCR検査にて麻疹ウイルス陽性。
converted_fujii/iryou_fujii_437.wav,乳腺腫瘤の針生検にて浸潤性乳管癌と診断、ER陽性、HER2陰性。
converted_fujii/iryou_fujii_59.wav,高齢者における転倒予防プログラムとしてバランス訓練と筋力強化を導入。
converted_fujii/iryou_fujii_6.wav,心臓エコーで大動脈弁逆流を示唆する逆流ジェットを確認。
converted_fujii/iryou_fujii_284.wav,妊娠32週、羊水量減少と胎児発育遅延を認め、切迫早産のリスクあり。
converted_fujii/iryou_fujii_129.wav,整形外科領域：右大腿骨頸部骨折に対し人工骨頭置換術を施行。
